"ensembl_tr_id","GSM4223714","GSM4223715","GSM4223716","GSM4223717","GSM4223718","GSM4223719","GSM4223720","GSM4223721","GSM4223722","GSM4223723","GSM4223724","GSM4223725"
"ENSMUST00000071869",424.782,0.001,397.974,50.949,0,0,0,0,0,0,0,0
"ENSMUST00000089610",0.001,208.597,0.001,244.277,0,0,0,0,0,0,0,0
"ENSMUST00000074834",572.031,514.394,820.215,839.109,126.996,91.272,351.994,305.104,104.227,84.446,122.613,174.879
"ENSMUST00000171634",138.177,0,224.803,121.658,0,0,0,0,0,0,0,0
"ENSMUST00000170226",50.817,52,37.383,29,37.713,71,73.72,88,27,22.705,79.306,100
"ENSMUST00000075689",14.183,0,27.617,0,17.287,0,21.28,0,0,4.295,17.694,0
"ENSMUST00000023225",4030,3251,4025,3449,6588,7936,7163,7315,6791,6491,10239,9761.624
"ENSMUST00000163991",6.658,2.736,5.505,3.483,1.038,0,3,1.271,1.04,0,3.479,2.411
"ENSMUST00000096370",14.37,6.264,15.53,6.517,2.962,2,0,3.729,0.968,1,7.604,5.589
"ENSMUST00000171340",4.799,0,0,0,2.39,0,0,0,0,0,0,6.133
"ENSMUST00000170261",460.172,177.905,341.394,143.31,127.61,182,185.986,171.682,135.802,122.807,206.514,192.867
"ENSMUST00000023222",0,16.095,4.571,10.69,0,0,10.014,25.318,1.191,1.193,2.403,0
"ENSMUST00000059045",183.531,98.947,133.222,84.569,37.221,40.232,51.179,46.281,49.071,71.001,71.182,57.035
"ENSMUST00000230512",76.914,26.053,163.778,54.817,7.845,0,12.818,0,0,0,7.701,0
"ENSMUST00000023221",462.998,755.606,495.257,685.304,525.064,671.288,786.965,865.4,637.539,566.683,758.279,679.18
"ENSMUST00000164972",204.837,231.394,200.564,387.173,125.259,120.944,190.522,264.362,154.077,100.081,171.031,152.167
"ENSMUST00000172281",76.165,0,67.179,101.523,75.677,81.768,21.512,50.238,46.384,49.235,37.69,48.653
"ENSMUST00000023210",709.71,474.915,610.03,433.54,281.13,303.104,318.726,355.838,314.278,266.275,367.736,275.594
"ENSMUST00000229710",626.29,142.085,619.97,182.46,33.87,60.896,76.274,103.162,25.722,46.725,65.264,78.406
"ENSMUST00000229536",390.529,171.69,454.813,173.68,104.406,135.691,118.842,109.378,107.049,83.347,152.293,161.721
"ENSMUST00000230314",3.471,2.561,0,1.218,0,1.198,1.148,1.147,0,0,0,0
"ENSMUST00000159429",0,17.75,10.187,17.102,4.594,4.111,16.01,28.475,11.951,3.653,15.707,4.279
"ENSMUST00000161527",310.463,62.63,339.785,126.194,36.404,55.341,89.145,64.435,39.782,36.956,49.603,42.098
"ENSMUST00000160853",0,0,0,0,22.92,34.032,0,0,0,0,0,0
"ENSMUST00000023212",266.566,74.635,423.474,119.349,0,0,36.37,22.178,26.371,17.499,38.982,22.263
"ENSMUST00000160172",681.971,265.734,565.741,315.457,94.676,114.627,131.485,140.387,102.847,98.546,159.414,149.639
"ENSMUST00000208833",36.312,36.177,25.322,24.677,2.286,4.844,12.835,9.626,3.12,8.283,6.717,9.975
"ENSMUST00000023213",58.185,41.314,59.002,69.001,28,48.609,53,48.001,44,57.813,60,65.023
"ENSMUST00000162204",1,3,1,1,0,1,0,0,0,3,0,1
"ENSMUST00000161265",453.996,211.411,396.681,192.038,82.807,109.581,72.321,50.835,112.818,89.485,144.662,177.936
"ENSMUST00000161350",288.004,278.547,312.202,257.962,65.163,90.417,148.562,184.077,66.181,52.515,136.324,115.029
"ENSMUST00000023217",736,632,782,716,317,392.002,434.117,449,414,407,449,429
"ENSMUST00000043089",2,0,4,2,0,1,1,1,1,1,1,1
"ENSMUST00000228868",4.871,5.233,17.011,6.366,1.715,0,1.196,0,0,0,2.759,0
"ENSMUST00000228757",9.225,13.196,4.691,6.94,1.316,0,3.432,1.479,0,0,4.851,5.511
"ENSMUST00000228388",4,5,3,1,0,1,1,2,1,0,1,0
"ENSMUST00000228781",99.904,23.571,102.299,37.694,12.969,18,19.372,25.521,15,18,15.389,24.489
"ENSMUST00000023214",17.022,25.217,79.133,56.433,8.586,15.433,24.55,6.028,11.122,6.296,10.533,12.076
"ENSMUST00000160294",516.978,762.783,577.867,985.567,537.414,649.567,791.45,756.972,486.878,436.704,668.467,605.924
"ENSMUST00000096365",59.413,57.465,34.481,51.659,37.825,33.222,31.963,20.926,11.772,0,13.334,10.699
"ENSMUST00000164703",47.587,57.535,22.519,60.341,17.175,27.778,29.037,28.074,9.228,14,5.666,9.301
"ENSMUST00000023219",29,9,52,9,4,4,14,11,4,2,5,2
"ENSMUST00000023220",13.074,16.458,7.527,6.161,10.791,16.847,11.083,14.554,8.291,12.783,24.024,8.081
"ENSMUST00000230994",129.926,70.542,105.499,105.839,69.209,69.153,100.919,103.446,62.709,55.217,75.017,77.938
"ENSMUST00000159949",1,0,0,2,0,4,1,3,5,0,2,1.254
"ENSMUST00000161311",7.337,6.438,9.729,0,0,0,0,0,0,0,0,0
"ENSMUST00000162139",73.663,24.562,104.271,45,9,20,16,16.575,18,13,22,25.214
"ENSMUST00000230810",123.286,81.718,87.982,84.833,32.145,44.673,57.332,43.985,66.41,54.67,53.35,53.814
"ENSMUST00000230822",0,0,0,0,72.018,92.057,0,0,0,0,0,0
"ENSMUST00000229269",101.567,119.619,145.075,149.084,0,0,71.782,55.053,59.682,74.66,116.313,111.719
"ENSMUST00000231042",0,0,0,7.769,0,0,0,3.334,2.587,0,0,0
"ENSMUST00000230157",29.226,36.027,20.232,52.913,28.133,15.854,16,42.079,24.439,25.577,40.769,44.673
"ENSMUST00000229287",340.206,277.354,321.693,357.235,160.85,142.13,231.218,202.535,114.292,113.763,153.918,183.608
"ENSMUST00000073428",51,77,68,150,680,735,1878,2004,317,328,1803,1828
"ENSMUST00000229545",916.904,1073.91,1148.131,1311.146,824.759,934.234,1237.127,1513.908,793.472,782.865,1332.811,1356.014
"ENSMUST00000229052",0,12.417,7.783,3.787,0,0,0,0,0,0,0,0
"ENSMUST00000078803",1645.096,2442.672,2126.086,2659.067,993.241,1044.766,1992.873,2079.092,1155.528,1068.135,1377.189,1429.816
"ENSMUST00000165163",31.859,29.932,26.463,21.749,13,3.521,13.044,9.953,11.171,9,19.002,10.47
"ENSMUST00000163990",61.141,38.068,35.537,56.341,0,6.479,4.956,11.047,1.829,0,7.998,11.53
"ENSMUST00000176274",383.923,196.644,392.695,288.959,131,149.841,184,234,122,94.577,169,151.321
"ENSMUST00000229552",4.077,27.356,14.305,8.041,0,11.159,0,0,0,17.423,0,18.679
"ENSMUST00000004294",0,0,0,0,255.639,301.185,290.945,257,368,314.991,432.994,378.998
"ENSMUST00000230964",198.506,303.416,123.565,209.452,0,0,0,0,0,0,0,0
"ENSMUST00000230124",52.494,46.584,100.435,128.548,4.361,17.794,12.006,0,0,0,0,0
"ENSMUST00000127674",0,0,0,35.693,0,0,0,0,0,0,0,0
"ENSMUST00000150399",0,17.559,0,0,0,0,0,22.633,0,0,0,14.59
"ENSMUST00000140730",1731,1457.441,1869,1887.307,705,795,1152,1068.367,726,694,1205,1117.41
"ENSMUST00000229679",64.674,0,37.288,0,7.908,0,0,12.686,1.309,13.7,1.488,13.476
"ENSMUST00000230482",0,2.379,0,4.665,0,0,4.755,0,0,0,0,0
"ENSMUST00000023203",0,0,0,22.194,0,0,0,0,0,0,0,0
"ENSMUST00000229140",79.326,99.621,37.712,54.141,8.092,32,41.245,34.314,10.691,15.3,33.512,19.524
"ENSMUST00000019224",17.373,9.2,8.139,12.286,11.438,7.296,5.233,13.489,16.377,8.215,8.242,7.24
"ENSMUST00000230468",81.627,38.8,96.861,57.714,23.562,33.704,49.767,46.511,29.623,26.785,41.758,38.76
"ENSMUST00000036852",12.658,1.775,6,10,0,1,0,0,2,0,0,5
"ENSMUST00000230724",8.342,2.225,0,0,2,0,1,0,0,2,1,0
"ENSMUST00000127208",78.729,58.354,94.639,51.377,15.319,15.113,33.802,41.423,33.214,37.131,22.392,50.053
"ENSMUST00000036423",5.593,3.839,5.703,8.618,1.263,0,1.536,1.911,0,3.57,0,0
"ENSMUST00000142610",0,0,0,0,0,0,0,36.549,11.171,0,26.855,23.2
"ENSMUST00000154531",155.486,0,0,64.186,0,0,0,0,0,0,0,0
"ENSMUST00000155735",0,152.807,161.737,136.819,67.418,62.9,91.662,56.117,34.781,36.299,48.753,44.723
"ENSMUST00000049956",25,26,19,30,22,25,75,77,30.834,28,49,44
"ENSMUST00000036247",88.01,53.075,87.317,92.549,38.907,17.843,0,20.208,42.924,26.463,30.014,31.167
"ENSMUST00000231059",209.343,90.988,217.679,59.181,91.953,112.587,137.482,145.837,97.425,108.537,132.835,139.043
"ENSMUST00000228990",0,7.568,0,10.161,8.757,0,7.319,0,3.652,0,0,0
"ENSMUST00000230372",18.647,7.37,23.004,7.109,2.382,9.57,6.2,10.955,0,0,4.15,6.789
"ENSMUST00000036176",340.761,105,462.64,133,26,40,41,50,35,23,0,27
"ENSMUST00000077821",0,0,0,0,0,0,0,0,0,0,30,0
"ENSMUST00000177026",30.171,29.217,17.774,21.466,12.447,19.367,26.726,19.77,14.175,19.607,10.787,22.877
"ENSMUST00000177255",3,7,6,3,0,0,1,0,0,2,0,0
"ENSMUST00000080406",42.918,11.485,20.027,19,3.603,10,14,18,3,4,12,3.183
"ENSMUST00000230315",6.082,3.515,5.973,0,6.397,0,0,0,0,0,0,3.817
"ENSMUST00000229729",10.242,0,16.445,2.255,0,0,0,0,0,1.24,0,5.734
"ENSMUST00000230954",11.265,6.713,29.058,19.14,0,5.156,10.845,6.64,3.51,3.952,7.203,0
"ENSMUST00000068407",58,79.739,37.942,99,37,38,55,66,30.833,31.095,54,52
"ENSMUST00000230815",0,6.261,1.058,0,0,0,0,0,4.167,0.905,0,0
"ENSMUST00000004072",4635.771,2236,6717.169,3217,1177,1341,1878,1834,1578,1501,2098,2202
"ENSMUST00000229055",12,4,4,3,1,1,0,2,0,2,0,0
"ENSMUST00000230695",36.38,31.684,46.374,35.409,9.635,21.457,16.272,23.344,13.076,13.771,20.215,21.427
"ENSMUST00000071792",37.255,21.798,63.556,16.911,3.232,9.901,2.815,2.029,0,7.885,0,11.072
"ENSMUST00000231058",3.827,1.395,7.901,7.453,19.463,7.121,15.202,20.016,8.003,3.049,7.781,6.612
"ENSMUST00000229229",1.378,4.807,3.371,1.636,0,0,0,0,0,3.065,6.265,2.942
"ENSMUST00000166179",12,8,15,0,1,4,0,10,0,3,11,15
"ENSMUST00000169226",0,0,0,14,0,0,12,0,0,0,0,0
"ENSMUST00000149569",0,0,3,10,0,0,1,0,0,0,0,3
"ENSMUST00000166610",86,86,139,144.723,23.999,50.999,59.999,56.999,19.995,25.996,77.998,62.998
"ENSMUST00000230697",43,18,48,43,5,7,2,9,2,3,5,8
"ENSMUST00000230993",2.265,1.133,1.004,2.034,2.312,0,2.413,2.906,0,0,1.049,0
"ENSMUST00000230034",11.1,16.9,12.416,15.753,8.506,10.032,13.719,23.145,8.677,20.882,13.115,15.257
"ENSMUST00000089452",3,4,3,3,0,0,0,0,3,0,0,55.231
"ENSMUST00000081776",0,0,0,0,20.998,40.617,25.632,39.999,0,7,35.974,0
"ENSMUST00000229175",0,0,0,0,7,6,5,6,0,0,9,7
"ENSMUST00000096358",1,0,2.972,2.327,0,1,1,2,0,0,0,0
"ENSMUST00000230979",11,0,0,3,4.175,2.798,10.368,12.001,0,0,8.973,22.33
"ENSMUST00000109775",0,0,2,0,10.826,25.586,0,0,1,0,29.054,15.44
"ENSMUST00000016771",342.962,248,389.682,375.983,52,55,131,179,49,43,64,69
"ENSMUST00000231192",0,0,13.274,0,0,0,0,0,0,0,0,0
"ENSMUST00000129453",1.003,3,4.045,2.017,0,0,2,3,0,0,0,0
"ENSMUST00000134878",10,9,11,5,0,1,3,5,0,4,1,2
"ENSMUST00000173561",3976.069,3765.584,3880.404,3847.972,2986.168,3819.008,4314.296,4423.236,3688.727,3415.092,4166.501,4433.834
"ENSMUST00000005487",609.441,795.705,627.595,833.452,651.832,841.992,941.704,932.942,752.035,692.639,838.2,851.881
"ENSMUST00000109748",3.418,11.712,2.002,6.576,0,0,0,2.822,1.238,1.268,1.299,1.285
"ENSMUST00000100486",5.614,1.074,2.079,1.464,2.174,1,2.753,6.322,1.047,1.231,1.704,4.266
"ENSMUST00000140096",15,18,29,14.277,7,6,16,8,5,8,3,5
"ENSMUST00000100484",268.991,183.982,338.994,260.969,75,102,106,109,133,152,165,140
"ENSMUST00000229784",6.009,9.018,6.006,4.031,3,1,2,3,1,0,0,5
"ENSMUST00000019290",7.172,6.267,4.453,1.44,4.126,3.28,4.572,5.482,2.078,1.004,0,4.252
"ENSMUST00000230844",388,222.999,393,268,44,58,122,129,43,52,107,99
"ENSMUST00000005860",414.791,379,949,731,203,200,781,854.867,253.589,227,1397,1388.526
"ENSMUST00000120592",6.209,0,0,0,0,0,0,27.133,11.411,0,0,31.474
"ENSMUST00000147303",10.522,27.458,22.785,26.822,3.015,7.767,1.346,4,0,2,0,3
"ENSMUST00000148646",53.478,50.542,82.215,74.178,4.985,9.233,3.654,0,2,0,2,0
"ENSMUST00000096356",11.671,18.158,12.729,8.973,3.168,11.99,3.227,3.248,0,0,0,0
"ENSMUST00000230115",0,0,0,0,51.319,91.273,120.187,75.029,15.851,17.952,15.329,20.017
"ENSMUST00000096355",32.503,14.38,27.877,25.812,3.999,1.119,8.246,5.936,2.071,1.2,0,0
"ENSMUST00000169575",1,3,1,1,0,0,1,0,7,0,2,1
"ENSMUST00000058659",1949.999,5434,2812,4407,2635,2988,2980,3116,3470,3381,4859,4597
"ENSMUST00000231525",4.059,7,2,7.373,0,2.507,4.083,2.016,5.929,3.181,4,2
"ENSMUST00000043865",32,19.138,43,44.311,20.084,32,25.899,36,25.007,20,35.571,20.629
"ENSMUST00000229739",0,9.862,0,5.689,0,0,2.229,0,2.993,0,6.429,6.371
"ENSMUST00000166142",1777,703,2301,867,277,323,432.003,404,267,224,445,473
"ENSMUST00000089398",1,0,3,3,0,0,7,1,0,0,5,4
"ENSMUST00000147093",32.968,70.374,93.291,125.308,0,9.8,3.218,68,12,8.107,0,0
"ENSMUST00000229185",209.032,53.626,236.709,21.692,28,19.2,68.782,0,0,6.893,38,29
"ENSMUST00000043214",1035,1161.992,799.009,1073.102,125,171,103,151,17,19,16,14
"ENSMUST00000229702",62,34,86,56,14,18,44,38,10,5,31,30
"ENSMUST00000043069",2092,3565,1692,3155.996,103,159,108,122,92,82,64,53
"ENSMUST00000231180",11,11,9.83,12,0,0,0,0,1,0,0,0
"ENSMUST00000229248",0,0,18.143,0,0,3.099,2.011,2.988,0,0,0,0
"ENSMUST00000230583",13,8,0,5.004,0,0,0,0,0,0,0,0
"ENSMUST00000229441",0,0,6.544,10.115,27.364,9.059,14.165,5.214,2.08,14,2.373,2
"ENSMUST00000088592",12,18,7.456,16.885,9.636,35.941,15.835,20.786,9.92,0,2.627,0
"ENSMUST00000018313",57,79,88,103,1,0,2,1,1,0,0,2
"ENSMUST00000164826",1,0,17,11,1,4,3,0,1,0,3,1
"ENSMUST00000059619",612,428,529,456,85,110,303,264,85,66,145,149
"ENSMUST00000044584",6,0,2,1,2,6,5,7,1,4,3,5
"ENSMUST00000041587",318.45,92.885,233.089,78.7,61,72.905,105,122,85,67,99,97
"ENSMUST00000230192",115.55,13.115,111.911,39.3,0,6.095,0,0,0,0,0,0
"ENSMUST00000001226",258.147,614,262,681.756,67.111,54,150.836,174,40,42,115,107
"ENSMUST00000089378",198,92,167,131,62,65,111,100,50,48,68,56
"ENSMUST00000089377",740.082,167.745,599.995,131.962,9.195,7.112,10.694,12.204,10,1.518,16.782,14.909
"ENSMUST00000229159",655.918,211.255,491.005,129.038,10.805,11.888,36.306,41.796,0,4.482,15.218,15.091
"ENSMUST00000138880",36.468,9.523,25.756,14.304,6.272,10.991,9.654,17.081,9.252,7.455,16.862,19.763
"ENSMUST00000041164",149.762,56.515,169.262,79.984,29.75,20.118,40.664,51.342,26.75,26.823,37.93,40.261
"ENSMUST00000109689",405.524,541.982,268.938,391.078,170.721,227.018,228.536,309.961,117.035,151.97,231.424,287.728
"ENSMUST00000109690",520.964,636.359,314.173,389.115,262.336,293.442,319.081,298.271,231.073,185.581,398.511,373.031
"ENSMUST00000109687",159.349,24.985,97.345,29.46,21.427,5.907,20.052,20.762,3.595,8.566,35.252,15.451
"ENSMUST00000130663",5.075,2,2.022,1,0,0,0,0,2,0,1,0
"ENSMUST00000109688",71.118,42.68,41.529,38.347,11.698,16.636,18.252,41.307,10.296,6.092,22.814,19.79
"ENSMUST00000229708",0,1.506,1.626,5.507,2.505,2.617,0,0,0,1.431,1.643,0
"ENSMUST00000231015",3,6.494,4.374,1.493,3.495,3.383,17,6,2,5.569,13.362,12
"ENSMUST00000180086",1153,960,1427,1217,483,569,652,633,563,631,766,714
"ENSMUST00000006544",164,52,95,55,73,56,62,55,65,44,59,60
"ENSMUST00000230803",1,5,4,3,1,0,1,0,1,0,1,0
"ENSMUST00000040676",115.971,20.824,107,32,16,10,10,22,9.933,8,14,18
"ENSMUST00000128631",49,24,46,55,7,2,7,8,2,5,5,3
"ENSMUST00000040518",640.466,609.78,638.584,761.643,265,266.663,343.61,379.74,291,289.131,337.281,353.138
"ENSMUST00000230032",6.534,8.22,18.416,5.357,0,6.337,8.39,3.26,0,2.869,7.719,2.862
"ENSMUST00000175233",380.355,99.968,410.988,110.033,81.938,120.015,221.709,234.261,48.319,66.552,67.974,37.128
"ENSMUST00000040320",136.798,132.095,126.472,177.207,107.224,132.02,187.357,217.293,122.259,111.361,207.342,193.212
"ENSMUST00000229031",13.306,0,0,0,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001
"ENSMUST00000229048",2,3,1,5,1,1,2,4,0,0,1,2
"ENSMUST00000187550",1842.021,3508.064,3086.66,5404.252,381.73,517.605,1135.164,1216.13,588.493,558.84,1249.768,1306.029
"ENSMUST00000169604",105.973,258.913,195.323,444.718,46.175,39.374,74.778,68.87,44.451,17.085,55.183,74.971
"ENSMUST00000191006",128.707,132.643,164.956,131.103,26.603,38.562,57.292,88,25.753,19.701,72.296,69.423
"ENSMUST00000186053",0,8.347,4.989,0,0,0,4.801,0,0,0,0,0
"ENSMUST00000190400",13.293,25.01,17.055,27.897,3.397,6.438,22.907,0,6.247,5.299,3.704,4.577
"ENSMUST00000230271",557,166.573,613.955,155.603,86.303,103.539,163.292,176,132.923,106.843,134,163.846
"ENSMUST00000229978",0,4.433,6.137,3.842,4.878,2.41,3.457,0,1.077,1.157,0,1.156
"ENSMUST00000230532",80,76.773,57,69.3,374.585,407.526,84.572,105.77,525.009,472.043,136,104.191
"ENSMUST00000040019",0,7.227,0,3.7,81.415,150.474,18.428,24.23,88.991,101.957,0,41.809
"ENSMUST00000166417",2.004,0,2.315,1,1.003,2.932,3.014,1.005,0,2,2,0
"ENSMUST00000171581",18.049,8,30,15.863,10,10,14.007,14.029,9.023,10.012,18,13
"ENSMUST00000165408",5,8,6.95,19,2,7,2,1,2,0,1,3
"ENSMUST00000166977",0,45.904,28.99,12.149,8.066,2.107,6.48,2.576,6.429,3.99,4.585,0
"ENSMUST00000047816",215.436,133.847,180.941,166.545,67.837,56.154,62.067,65.357,66.13,50.187,85.5,83.4
"ENSMUST00000172403",216.564,99.249,287.069,141.306,40.096,65.738,98.454,128.066,27.441,47.823,93.914,83.724
"ENSMUST00000229130",4.282,1.387,2.54,5.697,0,0,0,0,0,3,0.942,0
"ENSMUST00000096350",17.718,6.613,1.46,5.303,1,0,6,9,0,0,6.058,7
"ENSMUST00000074991",0,0,0,0,44,0,0,0,0,0,0,0
"ENSMUST00000178522",114,82.328,116.003,98,0,52,75,93,53,48.999,61,65
"ENSMUST00000117786",11.581,9.553,18.371,14.931,2.14,4.294,6.486,3.442,0,3.289,5,10
"ENSMUST00000127155",84.768,19.447,95.629,26.069,4.86,5.706,16.514,17.749,3,4.864,0,0
"ENSMUST00000122044",28.679,11.845,32.299,13.212,5.713,10.445,6.495,14.81,8.453,3.862,16,8.579
"ENSMUST00000145740",40.972,15.155,26.701,19.788,4.287,1.555,4.505,0,4.547,2.984,0,2.421
"ENSMUST00000057801",10,15,20,30,7,11,11,9,1,3,4,3
"ENSMUST00000010974",48,42,62,81,1,1,11,12,0,2,7,6
"ENSMUST00000229877",872.868,547.924,979.201,708.761,212.971,223.948,397.985,423.932,287.999,255.999,250.971,303.995
"ENSMUST00000231053",3.286,0,1.113,2.059,0,1.006,0,3.068,0,0,1.009,1.002
"ENSMUST00000229431",6.846,3.076,3.685,5.18,1.029,5.046,1.015,0,0,0,2.02,1.002
"ENSMUST00000109648",9.422,3.862,17.504,5.316,0,0,0,6.485,2.003,2.653,0,2.832
"ENSMUST00000230429",15,13.982,14,13.332,3,2.781,8.94,14.567,6.949,3,7.97,6.953
"ENSMUST00000046816",16.408,1,4.516,4.699,0,0,1,0,0,0,0,0
"ENSMUST00000023064",1801,1193,2005,1548,335,394,692,722,307,293,450,481
"ENSMUST00000023062",285.872,199.298,290.468,237.819,103.292,111.207,117.867,108.273,129.916,105.914,89.426,125.016
"ENSMUST00000229502",53.128,50.702,34.532,74.181,37.708,28.793,50.133,50.727,36.084,22.086,66.574,52.984
"ENSMUST00000023061",206,129,217,202,67,96,91,100,67,59,96,96
"ENSMUST00000046463",1561,3162,2394,3814,1243,1361,2122,2164,1416,1359,1444,1537
"ENSMUST00000089311",100.37,36.94,117.748,25.115,36.753,0,60.007,61,115.668,60.097,87.521,67.879
"ENSMUST00000100439",125.621,61.629,67.956,75.746,41.381,75.103,19.993,0,0,52.554,0,0
"ENSMUST00000046259",31.009,29.431,114.296,40.139,10.867,12.897,0,0,19.332,17.348,30.478,53.12
"ENSMUST00000159762",3,3,1,2,1,0,2,5,0,0,0,0
"ENSMUST00000128342",8,12,6,1,4,16,1,3,14,26,3,7
"ENSMUST00000069877",545,933,532,1092,366,375,611,638,260,263,338,461
"ENSMUST00000023057",213.202,254.587,345.988,347.306,159.156,216.489,314.978,294.375,328.818,305.633,331.686,419.059
"ENSMUST00000109627",2915.443,6853.936,4198.569,9599.891,5226.958,6468.917,7385.879,7570.941,6816.981,6461.975,8681.948,8771.974
"ENSMUST00000230681",50.557,6.064,16.431,9.109,8.053,15.083,19.122,7.059,5.019,6.025,19.052,8.026
"ENSMUST00000230701",2.083,0,9.796,2.082,0,8.272,7.182,5.788,3.545,3.11,3.423,0
"ENSMUST00000175714",0,79.642,0,98.234,0,0,0,27,0,0,0,0
"ENSMUST00000109620",0,0,0,0,0,0,21,0,0,0,0,0
"ENSMUST00000176325",30.524,0,17.756,6.766,0,0,0,0,0,0,0,1.999
"ENSMUST00000023054",76.476,0,67.244,0,6,5,0,0,1,1,6,8.001
"ENSMUST00000230410",12.722,9.973,25.399,13.529,7.989,4.114,12.255,10.38,2.421,1.767,5.273,6.313
"ENSMUST00000109616",19.303,23,19.21,23,13.999,10.999,29,27,32,26,31,35
"ENSMUST00000000500",1,2,4,7,0,0,0,0,0,0,0,0
"ENSMUST00000229168",46,40,58,58,1,1,0,3,1,1,0,0
"ENSMUST00000081650",125.775,10.693,179.164,24.345,12.152,12.161,10.927,15.898,4.777,4.663,0,11.192
"ENSMUST00000230985",3176.195,2900.307,3456.836,4492.655,1673.848,1845.839,2092.073,2226.102,2076.223,1864.138,2333.905,2710.808
"ENSMUST00000009728",111.807,25,73,38,23,28,21,13,20,16,32,32
"ENSMUST00000009727",326.193,381.27,359,389,275,353,356.907,296,376,362,696,539
"ENSMUST00000023050",420,433,434,607,217,240,357,410,234,257,298,287
"ENSMUST00000044970",14,2,12,7,2,1,2,0,1,3,3,0
"ENSMUST00000023048",123,74,143,133,65,89.997,115.761,102.999,109.976,77.969,109.994,112.995
"ENSMUST00000109605",0,26,67,47,12,7,20,19,21,13,29,31
"ENSMUST00000230434",58,0,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000052499",506,534.894,527.644,640.881,420,419.338,581,524,480,428,635,659
"ENSMUST00000160424",0,1,0,0,4,1,2,5,1,2,1,1
"ENSMUST00000043149",0,0,0,0,1,0,5,7,0,0,0,0
"ENSMUST00000023044",0,0,0,3,3,5,2,6,4,3,1,2
"ENSMUST00000067689",249.112,126.596,292.563,208.279,23.05,21.637,40.528,57.26,36.153,34.373,35.622,42.524
"ENSMUST00000226857",13.496,2.601,27.679,14.117,1.247,3.571,5.059,4.612,2.81,2.544,3.458,5.051
"ENSMUST00000226461",11,0,12,6,1,2,3,5.01,1,0,1,2
"ENSMUST00000226442",13.17,1.88,12.594,7.059,2.557,2,5.012,8.421,0,1.085,0,0
"ENSMUST00000228525",40.401,38.819,42.634,38.625,24.72,20.821,37.438,33.302,7.913,31.118,19.919,26.473
"ENSMUST00000023043",299.638,130.642,333.217,191.147,92.569,139.026,78.323,74.129,84.434,108.541,166.356,127.62
"ENSMUST00000198302",6.949,1.847,5.692,6.319,0,0,4.235,0,0,2.085,3.244,0
"ENSMUST00000166711",70.906,94.544,68.799,91.647,0,37.516,55.928,77.394,36.039,28.165,0,38.86
"ENSMUST00000139517",97.521,59,88,66,24,41,30,50,25,27,43.699,53
"ENSMUST00000149582",6.81,0,0,18,0,0,0,0,10,0,0,0
"ENSMUST00000131235",33.19,25,46,0,0,8,9,9,0,0,11,9
"ENSMUST00000166855",27,36,35,59,33,42,23,18,13,24,15,16
"ENSMUST00000023040",80,86,51,101,35,35,64,90,37,30,38,61
"ENSMUST00000172107",4061.022,11747,4452.999,12648,6148,6722,7199,7207,6456,6189,9153,9147
"ENSMUST00000230906",14.004,3.004,5.001,3,0,2,2.032,0,0,0,1,2.003
"ENSMUST00000163754",307.904,297.31,297.091,278.622,73.617,108.833,145.101,175.57,87.917,77.181,105.825,80.001
"ENSMUST00000133273",0,0,3,3,0,0,4,2,0,6,1,0
"ENSMUST00000023036",368.104,207.209,254.447,182.987,58.592,87.588,64.851,86.862,71.628,73.847,84.194,120.358
"ENSMUST00000230219",0,0,0,0,3.335,4.724,4.955,0,2.989,4.475,0,2.506
"ENSMUST00000230062",171.896,111.935,266.553,141.642,33.408,38.412,95.149,89.084,34.372,28.153,49.806,47.642
"ENSMUST00000229880",41.98,19,43,23.023,11.665,5.276,21.173,16,15.011,8.525,8,7.494
"ENSMUST00000192082",2,4,7,8,0,1,0,0,1,1,0,2
"ENSMUST00000185375",16.394,1,14.444,4,3,0,3,2,5,0,5,2
"ENSMUST00000068387",483.999,651.059,622.981,761.382,228,281.828,469.881,499.567,314.898,280.147,317.48,375.028
"ENSMUST00000187776",52.607,10.941,60.575,13.618,0,1.172,1.119,2.433,7.102,4.853,2.52,5.972
"ENSMUST00000174229",48,20,64.159,21,7,4,8,11,2,10,6,3
"ENSMUST00000173598",3,3,2,5,1,0,4,1,0,1,0,1
"ENSMUST00000173898",19,8.729,16,10.309,10,12.614,17,17,8,4.576,15,10
"ENSMUST00000170134",449.99,566.752,286.226,654.852,287.774,234.83,381.549,406.954,225.142,289.063,432.468,320.252
"ENSMUST00000052374",1885.064,2023.248,1918.019,2239.073,604.065,764.171,1037.454,1043.264,683.858,543.937,1188.614,1101.971
"ENSMUST00000230287",9,7,4,8,3,2,6,8,4,4,3,3
"ENSMUST00000109554",65,113,92,134,35,33,59,49,31,34,29,29
"ENSMUST00000230368",13.691,2.045,50.956,7.908,0,0,6.317,0,0,0,8.62,0
"ENSMUST00000231108",92.055,59.517,63.402,55.864,22.024,23.873,51.778,47.944,18.294,16.525,18.228,28.538
"ENSMUST00000109553",198.609,113.63,200.642,127.376,59.134,67.151,60.127,68.136,82.161,61.129,67.15,75.143
"ENSMUST00000166302",1,9,0,7,71,91,52,43.96,157,147.639,78.894,67
